text,polarite
Je n'aime pas Mathilde Seigner et la réalisation genre téléfilm de France 3 est ennuyeuse. Mais une étoile pour les quelques émotions qui ressortent de Danse avec lui.,négatif
Baby Doll est une œuvre relativement subversive et avant-gardiste pour l’époque (à savoir 1956) arborant des sujets comme la faiblesse et l’impuissance du mari face à sa femme alors que les années 50 aux Etats-Unis sont encore marquées de la société patriarcale. Ce film tranche aussi avec un certain puritanisme américain avec le personnage de Baby Doll qui symbolise l’exaspération du mode de vie traditionnel américain et une attitude très dévergondée. On peut noter une des premières apparitions remarquables d’Eli Wallach (Tuco dans Le bon la brute et le truand). L’œuvre d’Elia Kazan est marquante et montre le basculement d’une vie d’une jeune fille en un jour tout ça magnifiquement réalisé.,positif
"Un direct-to dvd qui s'inspire d'une histoire vraie et qui en profite pour dresser un portrait au vitriol d'une sociètè amèricaine rongèe par un système qui repose sur les contradictions, comme celle gènèrèes par la question de l'avortement! Rèalisè par Anthony Hickox auquel on doit bons nombres de films d'horreur, ""Invasion of Privacy"" jongle niaisement avec les situations, les èmotions et nos palpitations! Le cocktail « peur-suspense-frayeur ne prend jamais » La faute en revient au jeu mèdiocre de Johnathon Schaech! Vous savez ce qui le fascine à propos des fleurs, c'est qu'elles sont d'une beautè folle et se fanent si jeunes! Cela dèmarre comme un romance à la noix puis vire à l'angoisse pour laisser place à la folie meurtrière et à la dèraison! Mili Avital est finalement la seule à tirer son èpingle du jeu avec une très jolie scène dans l'aèroport que l'on doit à un bout de femme de trois ans! Avec Charlotte Rampling (oublions vite sa prestation) et Naomi Campbell, plus à l'aise quand elle dèfile sur un podium que devant une camèra! A noter que la musique est signèe par un certain Angelo Badalamenti...",négatif
"Ce film nous emmène sur les routes des USA suivre la cavale d’un trio meurtrier (Cynda Williams, B.B. Thornton, Michael Beach), pressé de fourguer la cocaïne volée lors d’un massacre. La police de Los Angeles est à ses trousses et décide d’aller surveiller la maison de l’oncle d’un des protagonistes à Star City, Arkansas. Dans cette petite ville, la vie est paisible, le sheriff (Bill Paxton), est surnommé Ouragan. La main sur l’étoile, c’est un bon flic, toujours prêt à aider son prochain sans jamais sortir son révolver. C’est l’occasion d’une rencontre entre deux mondes éloignés : flics de la ville et des champs. Pendant ce temps, les bandits se rapprochent en semant des cadavres sur leur passage… Bons acteurs, mise en scène précise, scenar intelligent et imprévisible… excellent thriller.",positif
Super film comme toujours j'adore super fin d'histoire,positif
"D'Amato espère nous refaire le coup d'Antrpophagous. Mais comme quoi pour créer la peur ou le malaise il ne faut pas que du talent, il faut aussi un concours de circonstances favorables autour du film. Ici George Eastman ne fait plus peur, il fait surtout grand échalas tout mou, sorte de géant sous anxiolytique. Sans consistance. Le scénario du coup fait apparaître toute son indigence à savoir une volonté (comme un enfant tout excité de disséquer une fourmi avec un cure-dent) d'enchaîner les prouesses horrifiques pour se débarrasser de chaque nouvelle victime, Faiblard, malhonnête et surtout foireux,",négatif
Une belle preuve que la technique ne remplace jamais l'absence d'idées sinon ces purs créateurs...,positif
"Jean Rouch dépeint avec beaucoup de force le portrait de deux jeunes africains perdus dans une société qui s'industrialise, qui va trop vite, et dans laquelle ils perdent leurs epoirs et illusions... Que dire sinon que c'est magnifique? Les couleurs sont splendides, la manière de filmer est prodigieuse et apporte beaucoup de profondeur et de véracité au récit, et la fin, dotée d'un pessimisme profond, libère un message puissant, et toujours d'actualité, dans une Afrique sale et triste, en proie à la misère de la jeunesse sans emploi, qui se cherche, mais ne se trouve jamais réellement. Mais en plus de tout cela, on a le droit à de sublimes paysages, qu'imprègne une belle bande-son... Un chef-d'œuvre émouvant, déroutant, et très puissant.",positif
"Adapté de l'oeuvre du mythique Ray Bradbury et faisant suite à son adaptation très lointaine de François Truffaut en 1966, ce nouveau Fahrenheit 451 bénéficie de l'interprétation solide de Michael B Jordan et d'une mise à niveau chronologique et technologique en incluant à la destruction des écrits celle des disques durs ou autres supports de mémoire. Le film reste néanmoins assez froid, assez sombre, presque trop inscrit dans un univers robotisé et le contraste entre cette société de pensée totalitaire et la résistance des anguilles n'est sans doute pas assez inscrit dans l'émotion voir dans le visuel et l'esthétique. Est ce un choix scenaristique ou de réalisateur, est ce un manque de moyens, toujours est il que ce film a eu du mal à me toucher et qu'il reste une place évidente à prendre pour réaliser un excellent film tiré de l'oeuvre de Bradbury. A noter la présence de la française à la carrière américaine fulgurante, Sofia Boutella, hélas dans un rôle bridé où elle aurait pu apporter davantage. Signe du petit malaise ou rate qui accompagne ce film, les scènes coupées qui font disparaître totalement le rôle tenu par Laura Harrier, personnage de la femme de Montag, pourtant essentielle dans la compréhension de la psychologie de Montag. Un film qui est un rendez vous manqué",négatif
"Mais qu'est-ce que Coluche, Serrault, Bouquet et consort ont été faire dans ce navet ? Par comparaison avec des films de cette époque et avec un casting similaire, Deux heures moins le quart avant Jésus Christ était beaucoup plus drôle et mieux sentie. Ici quel est la finalité du ton parodique ? Et du scénario ? On ne peut guère mettre plus d'une étoile,et encore uniquement pour les nombreuses jolies filles dénudées ou en costume sexy... et encore, il y a des films érotiques mieux joué que celui là...",négatif
Un petit bijou d'émotions drôles et tendres! Et des acteurs formidables! Un film qui fait du bien. A voir!,positif
"Eh bien voilà, je lache la cinquième étoile pour Comrades. C'est plus fort que tout le reste, je veux dire que tous les autres bons films de l'été. Le génie de Bill Douglas a encore frappé. Le titre complet du film est ""Camarades, récit d'un lanterniste sur les martyrs de Tolpuddle et ce qui leur est arrivé"". Bill Douglas a mis 5 ans pour élaborer le scénario, tiré d'une histoire vraie. Autant dire qu'il a eu du mal à faire des coupes pour diminuer la durée initiale du film qui était de 3h30. C'est du pur Bill Douglas avec ces scènes très silencieuses, sa marque de fabrique, que j'avais découvertes l'an passé dans sa trilogie autobiographique de l'enfance. Ici c'est en couleur, et qu'elle couleur ! C'est magnifique quand il représente les terres rouges d'Australie ou les lagons gris turquoises arborés. Le lanterniste est le fil conducteur, il est joué par Alex Norton qui assure beaucoup d'autres rôles dans le film. Ce films frôle la perfection à tout point de vue. En outre une originalité se dégage du film, elle porte la trace de Bill Douglas. Le scénario fait un peu penser à Heimat d'Edgar Reitz, avec une empathie bien moindre pour les personnages, mais avec cette originalité en plus.",positif
"En voyant les critiques presse pour ce film, je décrète une fois pour toute que les cinéphiles sont de parfaits psychopathes. Il faut effectivement etre fou furieux pour apprécier un tel film, des plans fixes de 2 à 5 minutes sur une peinture (Mais enfin pourquoi, pourquoi ne pas nous laisser visiter ce satané louvre comme on le souhaite ??!!) une voix lente qui plonge dans une torpeur et qui vous démange la croupe jusqu'a ce que vous vous décidiez a sortir de la salle pour conserver votre propre santé ! Et lorsque, après 3/4 d'heure de supplice, on sent le générique de fin arriver... CA RECOMMENCE ! Sans déconner le projectionniste repasse sciemment la meme bande une seconde fois !! Ce film est donc une honte, non seulement parce que ce n'est pas du cinéma et qu'il le dénature, mais aussi parce que cette tentative en soi déjà pathétique est mal accomplie. A FUIR A TOUTE JAMBES !!",négatif
Franchement il est tro bien ce film je l'ai vu en hindi! Ne raté po!,positif
"a enfin la version intégrale du tres bon jackie chan de la grande époque.meme si je prefere le 1 avec les trois freres(jackie,sammo,yuen)",positif
"le voila le dernier stargate sg1, il conclu trés bien la série, certe dans le scénario il y'a un peu d'incohérence (un choya), ont quitte la saga avec une petite larme et une grande satisfaction d'avoir vu l'une des plus grande série de science fiction de tous les temps, culte.",positif
"Pour une fois qu'une comédie américaine des années 30 se soit pas possédée par l'apparence de ""théâtre filmé"" et par le remplissage abusif de dialogues ! c'est sans doute grâce au talent de Lubitsch que réside cette réussite. Quoi qu'on dise de la pièce dont est tiré le film, l'humour est très subtil, jouant encore avec la liberté d'écriture par rapport au code Hays ; le cinéaste conserve une retenue sur certaines situations et propos, voire glisse des sous-entendus dans les images ( les deux fleurs offertes au mariage ) et dialogues : il est rare dans un film de cette époque que des personnages parlent des relations sexuelles. L'histoire tient sa force dans les quiproquos et les renversements, même si à la fin rien ne semble n'avoir évolué. On retrouve les caractères de la comédie sophistiquée avec ses personnages bourgeois et la parodie des artistes misérables du romantisme, ainsi que le jeu de lumière de Lubistch qui est autre chose que les flashs intensifs de plateau de théâtre. Si l'on veut voir du jeu d'acteur puisant autant dans la parole que dans le silence pour appuyer la performance et une mise en scène éloignée de celle des planches, le film de Lubitsch est un cas particulier très intéressant.",positif
"rien à espérer de ce ""truc"" passez vraiment! c'est nul",négatif
"Pour appréhender cette période de l'Allemagne (1842-1844), Edgar Reitz a choisi de se concentrer sur la famille Simon et plus particulièrement sur le fils, Jakob. Rêvant d'Amérique du Sud et de dialectes exotiques quand ses parents travaillent durement à la campagne, Jakob va dicter la mise en scène de Reitz et se retrouver au centre du rapport complexe réalité-imagination. Une caméra sans cesse mouvante (qui peut parfois faire penser à Malick), un noir et blanc lumineux ou encore une utilisation rare mais percutante de la couleur, tous ces éléments sont tournés vers l'espoir, un lieu vers lequel on peut s'échapper, une possibilité de quitter un environnement qui ne procure aucun avenir, en tout cas qui empêche toute forme de créativité matérialisée. Oui mais voilà, il y a un paradoxe. Car si Jakob peut rêver, c'est uniquement parce qu'il vit dans une réalité difficile. On se rend compte alors que le film est philosophiquement passionnant. Une fois le rêve concrétisé, la possibilité de ""s'échapper"" ne serait plus possible. Alors, que deviendrait notre lunatique et attachant personnage principal ? Malgré quelques petites longueurs, cette ""Chronique d'un rêve"" est captivante et attise ma curiosité en vue de ""L'Exode"".",positif
Un excellent premier grand film de Spielberg !,positif
"je n'ai pas une approche très positive du film qui mêle des scènes de combats horriblement faites (néanmoins bien filmées) et une situation politique mal narré. On peut néanmoins remarquer l'originalité du réalisateur, qui a choisi d'évoquer la situation des migrations d'une manière alternative. Je le déconseille aux moins de 13 ans. 2/5",négatif
"Un bon moment d'aventure, de tendresse et de complicité enfantine.Mention spéciale au ""voyage autour du monde"" qui clôt le film.",positif
"Luc Besson s'est fourvoyé depuis les années 2000 ,ces films étaient de plus en plus mauvais, mais la ,on atteint presque le sommet, scénario fade ,Actrice principale qui joue sans passion, second rôle juste la pour remplir ,bref dans un jargon cinématographique on appelle cela un nanard.",négatif
"L'histoire raconte comment croyant commettre un vol de 200 dollars un facteur se trouve pris dans une histoire criminelle qui le depasse. C'est un bon film, avec un scénario et une mise en scène qui vous tient en haleine jusqu'au bout du film. A noter que le New york des années 50 y est filmé de facon remarquable.",positif
Ce dessin animé permet de se remémorer des contes d'Andersen et d'en savoir un peu plus sur la vie de cet auteur. La frontière entre l'imaginaire et la réalité est cependant trop floue pour saisir le personnage un peut trop caricatural. Les dessins sont sympa mais pas éblouissants. Il y a aussi quelques longueurs.J'aurais aimé soit encore plus de fantaisies et d'absurdité soit une biographie plus approfondie mais pas entre les deux.,négatif
Un film de loup-garou certes un peu cheap avec les années mais dont le duo n'a pas perdu du poil de la bête et a garder cette sauvagerie intacte.,positif
"On est tenu en haleine de bout en bout !! Très bon rythme ,film très bien joué, bande son remarquable ... Tous les ingrédients d'un très très bon thriller!! On ne pas manquer !!",positif
Très belle histoire! De très bons décors et un bon scénario! :),positif
"Perte de temps totale pour un film infantile, pour ne pas dire débile : une histoire idiote, bourrée d’invraisemblances et de lourdeurs, sans aucune originalité, bref une bouillie pour chien affamé. Les acteurs essaient de sauver quelques passages mais il est bien connu que les miracles n’existent pas. Même Ed Harris, excellent d’ordinaire, arrive à être grotesque. Le nanar absolu : ce genre de film nullissime me met en colère car il désespère le spectateur et tue le cinéma.",négatif
"Pardon, n. m. : action de tenir une action ou une parole comme nulle, non avenue, renoncer à une quelconque forme de vengeance. Parce que Maïwenne, définitivement.",positif
Du n'importe quoi. Aucun rapport avec le premier film. Du bidon. Le jeu de la mort n'avait pas besoin de suite (si on peut appeler ca une suite). En plus Bruce Lee est mort 8 ans avant le tournage et on ose faire un film monté d'extraits de films de Bruce Lee. Une grosse boulette.,négatif
"Très beau film, je n'ai pas vu l'1h26 passer, tellement cette oeuvre m'a transportée. Excellente atmosphère fantastique et superbe images, dont les scènes à Central Park. De plus, le casting est remarquable, on a même le plaisir de voir la merveilleuse Lillian Gish dans un petit rôle.",positif
"L'auteur des galettes de pont aven et de comme la lune se lance dans l'adaptation du livre de Frédérique Dard San Antonio. On est loin de l’esprit acide que l'on trouve dans les meilleurs films de Seria,non ici c'est exactement l’inverse qu'il nous sert. C'est franchouillard et méga beauf,pour une avalanche de gags scato,balourd,le tout est emballé dans une image et des cadrages imbuvables.Si le film a oublié d’être bon la laideur et le mauvais gout sont de mise. Les personnages sont pourtant bien ceux présent dans l’œuvre de Dard,mais comme l'autre san Antonio qui s'est lui aussi essayé au cinéma en 2004,il est tout aussi horrible.",négatif
"Nous avons tous eu un jour envie de raconter notre adolescence, nos études et notre apprentissage de notre métier, et il est certain que cela est bien plus simple de le faire au cinéma quand le métier en l'occurrence est justement lié au 7ème art! Mais dans cette petite autobiographie sans le moindre rythme ni aucune intensité, nous ne partageons aucune empathie pour le personnage et nous avons une vision très négative de l'univers cinématographique. Ce pauvre Erik aurait sans doute mieux fait de consulter un psy que nous ennuyer à écrire ce film!",négatif
"Bon tous commence comme un films de base sur un mec qui ouvre une boîte de nuit et qui fais des combat clandestin le soir donc pas très intéressant déjà au début puis arrive 1 h 00 de films ou la tu te fais chier, puis tout d'un coup la boîte de nuits est remplis de vampire ça me rappel quelques chose je ne sais pas vous mais moi je trouve que oui, pour finir un films sans vrais intérêt une pale copie d'un nuit en enfer ou la c'était bon",négatif
"La maison sur les nuages"", le premier long métrage de fiction de Claudio Giovannesi, n’ayant pas été distribué en France, c’est avec le deuxième, ""Ali a les yeux bleus"", que le public de notre pays a pu faire connaissance avec ce réalisateur",négatif
"Excellente surprise que ce film où tout est excellent à commencer par le scénario gentiment amoral, mais qui jusqu'à la fin évite tous les pièges (et il y en avait !). La réalisation est sans faute et sans temps morts. Turturro et Paradis sont discrets mais justes, tandis que Woody Allen évite d'en faire de trop (et autant dire qu'ainsi, il est parfait) quant à Sharon Stone, ses apparitions restent toujours aussi sulfureuses. Un film qui vole bien plus haut que ses apparences, entre ceux qui vivent d'une certaine marginalité et ceux qui se cambrent dans une rigidité morale et religieuse, (qui fait peur) le réalisateur n'hésite pas ! Et ça fait du bien ! Il manque un tout petit je ne sais quoi ce soit un chef d'œuvre, mais on y est presque !",positif
L'idée de base de ce film est interessante mais celle-ci n'est pas assez développer dût en autre à la durée de ce film.,négatif
"On pourrait résumer la carrière de Naruse par la première partie d'une citation d'un humoriste français ""Le Mariage est un cercueil"", et ce n'est pas ""Le Repas"" qui va faire dire le contraire... La très rayonnante et charismatique Setsuko Hara dans le rôle de la femme au foyer qui, bien qu'elle ait fait un mariage d'amour, est face au bout de cinq années d'union à un époux dont la seule phrase qu'il semble capable de lui sortir c'est ""J'ai faim"", à une vie quotidienne qui se résume uniquement aux tâches ménagères et dont la seule pointe d'excitation vient d'un petit chat qu'elle a adopté ; pour résumer elle se fait chier comme un rat mort... On croit candidement que l'arrivée surprise d'une très belle nièce fugueuse va apporter un peu de fraîcheur à ce très morne quotidien ; au contraire ce sera la goutte qui fera déborder le vase... Une fois de plus la réalisation de Mikio Naruse est un modèle d'élégance et d'intelligence, il suffit de voir comment il utilise le symbolisme des objets pour s'en assurer à l'instar de cette pendule en aussi bonne état que le mariage de la protagoniste, donne de la consistance à chacun de ses personnages, principaux et secondaires, et dirige (une fois de plus !!!) admirablement Setsuko Hara, qui n'a pas besoin de la parole pour exprimer la résignation, un simple regard suffit largement. A la plénitude de son talent, avec ""Le Repas"" Naruse réalise incontestablement un grand film...",positif
"Par ces temps de disette cinématographique, où le festival de Cannes empèche avant, pendant et après, soit 1 mois, la sortie de quelconques films intéressants, Estomago est on ne peut plus recommandable. Entre l'efficacité du récit, l'histoire, croustillante comme un bon feihjoada, les réminiscences, culinaires et cinématographiques, je-reprends-mon-souffle, que demande le peuple du cinéma migrateur entre les salles !",positif
Un film totalement délirant et impénétrable à jeun. Malheureusement j'ai l'impression qu'il est impénétrable tout court. A réserver aux fans.,négatif
"Une épopée grandiose, spectaculaire orchestré par l'incroyable et rassurant Glenn Ford et la timide mais peu à peu redoutable Maria Shell. Ce qui fait vraiment la force de ce film reste la traversée des époques, les nombreuses modifications qui s'opèrent à la fois physiquement mais aussi sur le caractère de chaque personnages. La panoplie des individus nous permet de les cerner psychologiquement et d'avoir une vue d'ensemble, une vue générale sur le but de ceux-ci. Autant vous le dire tout de suite, on s'y attache, on les reconnait rapidement et ce, malgré la multiplication des personnages qui peut rebuter. Les décors sont époustouflants où l'industrialisation et l'implantation humaine y est agréablement représenté face à une philosophie du personnage face au racisme et à la fin d'une ère de liberté... Avant tout tourné en un drame, elle est saupoudré d'un western relativement timide mais qui permet d'accorder à la suite des dialogues et de la réflexion, quelques scènes d'actions nerveuses et efficaces. Une réussite !",positif
04 / 20 Une comédie américaine complétement raté ! une bonne serie Z de haut niveau mais qui vole pas très loin ! On ne rigole pas une seule fois et ll'histoire est naze ! Rien n'est prenant tous est detestable ! J'ai donc objectivement detesté cette comédie .,négatif
"Nos Années Sauvages est pour moi mon troisième Wong Kar-Wai après les deux bombes In the mood for love et 2046 ! Les années se sont écoulées depuis ces deux visionnages et pourtant j'ai tout de suite retrouvé la touche de son metteur en scène. Ce film-ci est moins forts en sensations mais tout aussi beau, doux et saisissant que les deux bijoux précédemment cités. J'ai été conquis par cette composition, il serait grand temps de poursuivre mon incursion dans le cinéma et la filmographie intrigante de Wong Kar-Wai histoire de continuer à vivre de pareil instant ...",positif
"Magnifique documentaire! Les images sont à couper le souffle, les différentes histoires très touchantes et la musique envoutante. A voir et revoir!",positif
"Vrai déception, les critiques de la presse sont justifiées. Le film est plat, ne décolle jamais, l'humour n'est pas terrible limite idiot... A oublier très vite, pardon c'est déjà le cas...",négatif
"Bon, c'est vrai, c'est un petit de ma faute si ce film est aussi mal passé avec moi : avec le titre, l'affiche, et la moitié de pitch que j'avais lu, j'étais persuadé que cette ""Nostalgie de la lumière"" nous enverrait tout droit vers les étoiles... Mais en fait rien de tout ça : on reste scotché au ras des pâquerettes pour s'intéresser aux hommes vivants autour du télescope. Sur ce point là : mea culpa. Mais bon, le réalisateur Patricio Guzman devait avoir anticipé l'entourloupe puiqu'il nous sort en début de film un petit tour de rhétorique pour expliquer que s'intéresser aux étoiles c'est un peu la même chose que s'intéresser au passé chilien (?) et donc du coup le film va finalement nous faire le bon vieux coup du reportage bien tire-balle sur une période glauque de l’Histoire... Bon, après tout, pourquoi pas, mais - pitié Patricio ! - un peu de pêche et de démarche interprétative ne feraient pas de mal. Au lieu de on nous pond un banal documentaire du genre de ceux qui passent sur la Cinquième tard la nuit, mise à part le fait que pour justifier le passage au cinéma, on le coupe d’images plastiquement irréprochables - certes - mais qui viennent cisailler un rythme déjà proche de l'apoplexie. Pas de doute pour moi qui attend un peu de magie de la part du cinéma, ce fut là l'un de mes grands moments d'ennui de cette année. Pas méchant ce film c'est vrai, mais il n’en reste pas moins atrocement quelconque, sur un sujet maintes fois traité, et qui plus est abordé d'un point de vue très superficiel et faussement original. Peut-être certains aimeront cette camomille pour personne du troisième âge, d'autres comme moi risqueront le coma pour surdose d’insignifiance.",négatif
"C’est par rapport à son intéressant synopsis que je me suis laissé tenter par ce thriller autrichien. Et malheureusement, j’ai été bien déçu par ""Hôtel"" car son atmosphère n’est pas suffisamment inquiétante et la mise en scène de Jessica Hausner est franchement ennuyeuse. J’ai passé un moment de cinéma donc bien décevant devant ce long-métrage qui possède tout de même comme qualité, la bonne performance de son élégante actrice principale, Franzisca Weisz.",négatif
"Des femmes qui aiment des hommes, des hommes qui aiment des femmes, de la solitude, des questionnements, de la bière et du soju. Toujours ce même sentiment de déjà-vu et un éternel recommencement chez Hong Sang-Soo, mais on s'en lasse pas.. Hong est un vrai poète qui sait décrypter comme personne ce qui se passe dans la tête des hommes et des femmes. Merci!!!",positif
"Après avoir lu les critiques je m'attendais à mieux... Franchement épouvantable et pénible à regarder... Il n'y a rien de drôle, ça se laisse regarder en fond quand il y a autre chose à faire, j'ai perdu 1h30.",négatif
"Après un premier opus very hard, j'ai été scotchée par le côté sentimental du deuxième et je pensais que le troisième allait suivre cette veine, et bien que nenni ! C'est de la SF, ce dont je ne raffole pas, et la fin part dans un délire pour lequel on se demande si Takashi Miike était bien net...",négatif
"Autour de l’immigration, il est rare d’avoir les deux volets d’une situation plus qu’inconfortable. Ce que résume pourtant parfaitement Philippe Faucon en suivant l’aller-retour d’Amin entre son pays d’origine et celui de l’exil d’où il ramène l’argent nécessaire à faire vivre sa petite famille. Mais après neuf ans de sacrifice, celle-ci entend mettre fin à une séparation de plus en plus douloureuse. Un déracinement que le cinéaste révèle dans ses nuances et sa complexité, sans en rajouter sur une mise en scène dont le naturel renforce l’intérêt. En évitant les écueils d’un thème pathétique, le cinéaste réussit même la gageure d’une évocation amoureuse entre son héros et une femme blanche. Une sensibilité sans effusion, une évidence de tous les instants, qui pourtant nous échappe quotidiennement. Le travailleur émigré laisse souvent une famille au pays. Pour en savoir plus : lheuredelasortie.com",positif
"Film vraiment plus que décevant relatant des faits d'une manière bien trop pauvre...La beauté du siam n'est en rien mise en avant, un film long pour rien a mon avis. La traduction est bien réalisée et les décors sont juste suffisant. Une histoire qui s'étant sur plus d'une heure pour n'en retenir que de l'ennui ainsi qu'une romance qui force la pitié car trop prévisible et surtout trop fade par le jeu des acteurs. Le scénario manque de clairement de travail et beaucoup de scènes du film ne servent a rien et font office de ""remplissage"".",négatif
"Après avoir regardé le film je me suis dit ""mais c'est quoi ces acteurs?"" ils ont tous l'air faux comme des jetons, et tellement mielleux! Aucune profondeur dans leur rôle ... Nana (hatchi) à l'air totalement stupide L'autre Nana à l'air endormie 24h/24h L'histoire est trop compacté ... je préfère, et de très très loin, le manga ou l'anime.",négatif
"Combien de fois ai-je vu ce film... Pas assez pour être encore impressionner à chaque fois que je le revois!^^ Une grandissime fresque adapté du célèbre roman, avec des décors magnifiques, une superbe histoire et une distribution très bien faite!!",positif
Un soupçon au dessus des autres productions réservées au ados. Le sujet principal est ici la tolérance et il est plutôt bien traité. Les acteurs ne sont pas tous bons (loin de là) mais les situations restent amusantes et sympathiques.,négatif
"Le drame de ce film est que des gens ont payé leur place de cinéma pour aller voir ce spectacle. Je ne sais même pas par quoi commencer tant Hell reussit l'exploit d'accumuler les erreurs. La réalisation et le montage sont dignes d'un téléfilm de M6 (et c'est être méchant avec M6...). Le casting est plus qu'improbable, avec une Sara Forestier lamentable qui est censée jouer une gosse de riche (avec un accent provenant droit de la cité, allez comprendre), et un Nicolas Duvauchelle qui fait peine à voir, il articule même plus le pauvre. En même temps, c'est vrai que ça doit être plutôt difficile de se motiver en ayant un scenario pareil. L'histoire décrit la déchéance d'une jeunesse dorée qui dit fuck à la vie et pour qui les seules occupations sont boire, fumer ou se droguer.. vous l'aurez compris, tel un Kodak, le film enchaine les clichés à vitesse grand V pour passer allègrement la frontière du ridicule. Avec le drame des riches qui doivent faire des courses de voitures en Porshe contre un autre riche en BMW, ça c'est profond. Mais la scène la plus ridicule revient à la scene d'arrestation, tout simplement mémorable. Bref je ne sais même pas quel est le but du film, mais si c'etait d'enerver le spectateur c'est une réussite totale. Pendant tout le film on souhaite que les personnages trouvent rapidement la mort dans d'atroces souffrances, mais rien n'y fait. Ne vous y tromper pas la descente aux enfers c'est vous qui la ferait pendant plus d'1 heure et demi.",négatif
"Un film qu'on regarde jusqu'au bout dans la bonne humeur ne saurait être mauvais. L'acharnement de certains contre ce film qui n'a comme prétentions que celle de nous divertir frise la mauvaise foi, car enfin que ce film soit du grand n'importe quoi est parfaitement exact, mais c'est parfaitement assuré, comme dans n'importe quelle comédie burlesque, et à ce moment-là que les extérieurs aient été tournés en France ou que ni Legras, ni Prévost ne soient asiatiques n'a aucune espèce d'importance. Alors c'est très foutraque, des gags tombent à plat (vous en connaissez des films où il n'y pas de gags qui tombent à plat ?), mais bon, certaines scènes valent leur pesant de cacahuètes, Que celui qui n'a pas rigolé en voyant Rich chantant le rock'roll à la messe, se dénonce de suite ! Le film n'est pas avare de jeunes femmes dénudées, c'est un plaisir de voir toutes ces asiatiques se marrer comme des bossues en exhibant leur charmes et puis il y a Katia Tchenko qui nous fait la danse des sept voiles en plein désert et un dépucelage de bonze dans une autre scène. Marion Game ne nous montre rien sinon son sourire et sa toilette, mais elle est très bien en tenancière de bordel. Les acteurs sont plutôt bons dans l'ensemble quoique assez peu dirigés, ce qui permet à Darry Cowl de nous faire de l'improvisation assez démentielle. Allez soyons objectif, ce n'est pas du grand cinéma, mais c'est quand même cent fois supérieur à ""La soupe aux choux"" et on passe un bon moment.",positif
"Fantastique, j'ai adoré ce film. On est sans cesse dérouté, c'est une belle aventure plein de poésie.",positif
"Adaptation libre de la vie de Landru, ce film contient plus d’un point commun avec la version que Chabrol réalisera quelques années plus tard. Le récit est dans l’ensemble assez cynique et ironique, un ton inhabituel chez Chaplin, il ouvrait là une nouvelle voie dans son œuvre qui culminera avec le réjouissant jeu de massacre de « Un roi à New York ». L’humanisme de l’auteur ressurgit tout de même au détour d’une scène. Mr Verdoux veut tester un nouveau poison sur une jeune prostituée, il finit par se reconnaître dans le récit que lui fait cette jeune fille perdue, il décide non seulement de l’épargner, mais également de lui venir en aide. Toute l’ambiguïté de la morale du personnage est là. A la fois bon samaritain et tueur froid motivé par sa propre survie et celle de sa famille. On est désormais bien loin du comique enfantin de Charlot.",positif
"Somptueux! Le nouveau dessin animé de Michel Ocelot est une pure merveille, féérique, enchanté, brillante, touchante... Les adjectifs ne manquent pas pour qualifier ce bijou de l'animation, qui nous replonge en enfance de la manière la plus poétique et la plus brillante qui soit. Le scénario nous fait passer aux contes d'antan, mélange de merveilleux, de fantastique, d'aventure et d'amitié. Le racisme est évoqué ici de manière subtil et particulièrement intelligente, ce qui rend ce film encore plus important. Le doublage est lui impeccable, même si le personnage que double Patrick Timsit est un peu excessif. On peut seulement regretter un dénouement un tout petit peu trop long, bien que nécessaire. Bref, une oeuvre sensationnelle, aux couleurs divines et à l'imagination indescriptible. Courez-y!",positif
"Film à l'ouest ! C'est moyen, la deuxième partie est assez lourde sans réel intérêt, et une musique agaçante, assourdissante même. Gary Cooper s'impose pas merveilleusement bien. Des scènes de confrontations qui amène à unitilité. On passe du bon temps pour simplement 10 minutes.",négatif
"Difficile de rentrer dans ces « Mémoires de geisha » tant le début est bâclé par une mise en scène hâtive, une réalisation grossière et surtout un John Williams qui nous crève les tympans toutes les 30 secondes. Il faudra attendre une grosse demi-heure pour que Rob Marshall maîtrise enfin son propos et permette à ses actrices et acteurs de briller de tous leurs charmes. Néanmoins, malgré un certain raffinement esthétique et narratif, ces « Mémoires de geisha » nous laissent constamment un goût d'amertume tant certains choix artistiques déçoivent. Son trio chinois ne manque certes pas de séduction, mais il est incapable de cerner l'essence profonde du charme spécifiquement nippon. Quel dommage en effet de s'être senti obligé d'aligner des têtes internationalement reconnues plutôt que des actrices plus appropriées aux rôles ! Une Hitomi Kuroki aurait sûrement mieux tenu la route pour le rôle de Mameha qu'une Michelle Yeoh une fois de plus bien fade. De même, même si l'approche de la plupart des scènes ne manque pas de raffinement, elle est en totale contradiction avec le style épuré qu'imposerait la culture japonaise. Ainsi se retrouve-t-on avec ce drôle de paradoxe : celui d'un film qui, pour vanter les charmes de la geisha face à ceux de la simple courtisane, accepte au final de se prostituer pour mieux répondre aux exigences du marché américain. Un film donc qui, bien que fort convenable, ne parvient jamais a transcender l'histoire pourtant merveilleuse qu'il porte à l'écran. Vraiment décevant.",négatif
